abortion_73,"They radically disagree about how to apply the principle that human life is valuable , but they both assume and appeal to that same principle .",NoArgument
abortion_75,"In the United States , pro-life groups favor greater legal restrictions on abortion , or even the complete prohibition of it .",Argument_against
abortion_76,"Seventy percent of U.S. abortions are performed on "" Christian "" women .",NoArgument
abortion_78,We want to be respected for the work we do as mothers .,NoArgument
abortion_79,"( It ’s also worth noting that many women can receive earlier term abortions after discovering their child has Down Syndrome , since early tests are available that can screen for it in the first trimester , so it is much less relevant to the late term abortion debate than most pro-lifers imply . )",Argument_for
abortion_80,"This undercuts even our weakest , least honest escape : to pretend that we do n't even know what an apple is , just so we have an excuse for pleading that we do n't know what an abortion is .",Argument_against
abortion_81,Though there have been no cases brought against doctors that would perform such an abortion in NI .,NoArgument
abortion_82,This concept is fundamental for women .,Argument_for
abortion_83,Jacob ’s heart sank as he watched her switch her vote from “ No ” to “ Yes – 20-week abortions should be legal . ”,NoArgument
abortion_84,“ Pro : Reclaiming Abortion Rights ” has two major originalities .,NoArgument
abortion_85,Some abortions happen because of societal pressures .,Argument_against
abortion_86,"Scientific facts are just too clear to deny , and it makes no legal sense to deny the legal principle , for if the law is not supposed to defend the right to life , what is it supposed to do ?",Argument_against
abortion_88,Her minions have all pleaded the 5th or been given immunity and had their incriminating computers destroyed by the FBI .,NoArgument
abortion_89,There 's no sensible argument for this -- it 's like we pulled numbers out of a hat or something .,NoArgument
abortion_90,"Only a small percentage of physicians perform abortions , yet most support legal abortion in the interest of good medical care .",Argument_for
abortion_92,"Further , women would once more be forced to break the law to receive medical care , and once more their dignity would be lost in the process .",Argument_for
abortion_93,"That is what society , bioethicists and the law have to come to terms with.When the law grants the same human rights as anyone else , to an embryo or foetus under international law then I for one will be opposed to abortion as the law stands , except in only the most extreme cases where one or both "" persons "" are in imminent danger of extreme health risk or death .",NoArgument
abortion_94,"However , some studies have found that the radiation from cell phones may increase the chance of developing cancer and other health problems .",NoArgument
abortion_95,"People do justify their views about abortion by arguing against the humanity of the unborn , so we still need to talk about that , but I do n’t think it ’s the driving force behind why most people are pro-choice .",NoArgument
abortion_96,"Ah , but that ’s the issue , is n’t it ?",NoArgument
abortion_97,"In Case 2 , where the fetus is a person and you do n't know that , abortion is manslaughter .",Argument_against
abortion_98,There is significant debate over when in pregnancy a fetus can feel pain .,NoArgument
abortion_100,"The procedural similarities between the D & E and D & X procedures have contributed to the concern that the language of partial-birth abortion bans may prohibit both methods of abortion . """,NoArgument
abortion_102,Warning : It is extremely graphic .,NoArgument
abortion_103,TRUMP : I 've evolved on many issues over the years .,NoArgument
abortion_104,"Sotomayor was not impressed , joking that while she is n't very good at math , that seemed like a small percentage to her .",NoArgument
abortion_105,I showed her fetal development pictures in the ERI brochure .,NoArgument
abortion_106,Would you help me understand where the line is for you and why ?,NoArgument
abortion_108,Traditional common sense and morality say all humans are persons and have rights .,Argument_against
abortion_109,"Therefore , we ca n’t say drunk drivers cause drunk driving fatalities .",NoArgument
abortion_110,Taxpayers should n’t have to pay for what they believe is immoral .,Argument_against
abortion_111,"We do not hesitate to suppress or disable "" normal "" processes for overall health .",NoArgument
abortion_112,Being pregnant can be very hard for some women and even lead to suicide for a woman with an unwanted pregnancy .,Argument_for
abortion_114,"For the first three categories , the report may indicate significant issues in lack of access : “ The overwhelming majority of second-trimester patients would have preferred to have had their abortion earlier , and our findings suggest that black women and those with less education would most benefit from increased access to early abortion services . ”",Argument_for
abortion_115,In line with a woman ’s right to life is also her right to mitigate the risk to her person .,Argument_for
abortion_117,"On the one hand , the various personhood amendments , making a fertilized egg equal to a woman , mostly failed ; on the other , representatives of the hard-line , forced-birth movement seemed to carry many a day and election .",NoArgument
abortion_119,"This uncertainty causes an enormous strain , huge social anxiety — what Karl Popper rightly called the strain of civilization .",NoArgument
abortion_120,"This has led , on the pro-life side , to a sometimes prevalent impression that abortions for fetal defects are never necessary , but rather an excuse for “ lazy ” women to get rid of children that do n’t meet their ideals .",Argument_against
abortion_122,But making abortion illegal ?,NoArgument
abortion_123,"Level of development : True , embryos and fetuses are less developed than the adults they ’ll one day become .",NoArgument
abortion_124,ABORTION IS BASICALLY MURDER !,Argument_against
abortion_125,Did the media dare to allow it to be shown ?,NoArgument
abortion_126,"And yet , these things are constantly present in the modern world as they have been historically , because they account for circumstances that validate an act that may be morally wrong .",NoArgument
abortion_127,"Rather , equality arguments are premised on the view that restrictions on abortion may be about both women and the unborn — both and .",NoArgument
abortion_129,Most think the abortion decision should be left to a woman and her doctor .,Argument_for
abortion_130,"There may be good reasons not to criminalize women who procure abortion , even if the action is morally equivalent to murder .",NoArgument
abortion_132,"The Constitution protects various rights that are not specifically mentioned , but are derived , via Supreme Court interpretation , from other rights .",NoArgument
abortion_135,( I might add that it was the hospital that notified the press -- the diocese sent Sr .,NoArgument
abortion_138,"For an argument that “ equal citizenship stature ” is central to Justice Ginsburg ’s constitutional vision , see generally Neil S. Siegel , “ Equal Citizenship Stature ” : Justice Ginsburg ’s Constitutional Vision , 43 New Eng .",NoArgument
abortion_139,"But clearly , involuntary euthanasia is wrong ; clearly , there is a difference between imposing power on another and freely making a contract with another .",Argument_against
abortion_140,"Jesus calls us to a different place , distinct from the law but a fulfillment that is beyond the law .",NoArgument
abortion_143,A lot of people consider it an abortion clinic .,NoArgument
abortion_144,A foetus in the early stages of development lacks the developed nervous system and brain to feel pain or even be aware of their surroundings .,Argument_for
abortion_145,"I never got pregnant again . """,NoArgument
abortion_146,"However , the women now has to live with a feeling of abandoning their child for the rest of her life .",Argument_against
abortion_147,If you belive in god gods .,NoArgument
abortion_148,Last month ERI had our most recent outreach event at Aquinas College in Michigan .,NoArgument
abortion_149,"The Budget Control Act marks a positive step forward in getting government spending control , but much hard work remains .",NoArgument
abortion_150,They take an abstraction and make it concrete .,NoArgument
abortion_151,Most everyone can not deal with a fact like that .,NoArgument
abortion_152,"Instead of assigning arbitrary ages for the exercise of adult prerogatives , we should recognize people as adults when they assume responsibility for their lives .",NoArgument
abortion_153,"All of us who have or want kids imagine them growing up to be doctors , senators , sports stars , or whatever .",NoArgument
abortion_157,"Properly defined , feminism is a philosophy that embraces basic rights for all human beings without exception — without regard to race , religion , sex , size , age , location , disability or parentage .",NoArgument
abortion_158,"This vindictive , self-righteous attitude stems from a belief that sex is bad and must be punished .",Argument_for
abortion_159,Some critics pejoratively refer to certain of the Court ’s Due Process deci­sions as recognizing “ unenumerated ” constitutional rights .,NoArgument
abortion_160,This is probably a controversial point but it has to be said .,NoArgument
abortion_162,Only 46 percent said they favored making abortions more difficult .,Argument_for
abortion_163,What is an extremist argument ?,NoArgument
abortion_164,Confidence in our free market democracy has constituted our moral bond with the rest of the world .,NoArgument
abortion_166,"I have heard it argued that we do not treat any other species in the traditional way — that is , we do not assign equal rights to all mice .",NoArgument
abortion_167,Any court decisions related to abortion regularly bring protestors from both sides .,NoArgument
abortion_168,"This essay , adapted from the landmark speech “ The Feminist Case Against Abortion , ” is part of America ’s coverage of issues related to the Synod of Bishops on the Family .",NoArgument
abortion_169,You can not plead ignorance .,NoArgument
abortion_170,""" Likewise , I am saying , if you insist that abortion is the murder of children by their own mothers , and you want to criminalize abortion , you must treat women who procure abortions as murderers .",Argument_for
abortion_171,Use the coupon code of CARM6 .,NoArgument
abortion_173,To deny a woman the option to abort a pregnancy when her own life is at risk is akin to forcing her to play Russian roulette .,Argument_for
abortion_174,"A panel of prominent film celebrities and education leaders judged 1-2 minute student videos on the theme "" Why I Love ProCon.org , "" and their seven lucky winners in the ProCon.org national student video contest have been announced .",NoArgument
abortion_175,""" I was walking around the center of Warsaw for much of the day and there are quite a few cafes and restaurants that are shut because all the staff have gone to the protests .",NoArgument
abortion_176,"Although there are two Due Process Clauses in the Constitution , these interpreters regard decisions like Roe , Casey , and Lawrence , which recognize substantive rather than pro­cedural due process rights , as lacking a basis in the text of the Constitution , hence as recognizing “ unenumerated rights . ”",NoArgument
abortion_177,Example : How would you feel if your mother aborted you ?,Argument_against
abortion_178,He had knowledge ; he did not claim to have wisdom .,NoArgument
abortion_181,Pro/con questions and intensity questions varied from pollster to pollster and sometimes from year to year .,NoArgument
abortion_182,It ’s atrocious that people need a blueprint on how to be a “ good ” human .,NoArgument
abortion_183,"In the same way , it is your right , regardless of whether or not I disagree or agree with you , to form your own opinions about these arguments .",NoArgument
abortion_185,Social Issues : Abortion should be limited .,Argument_against
abortion_186,That should be left up to God himself .,Argument_against
abortion_187,"If abortion is really morally equivalent to murder , why should not those morally responsible be punished as murderers ?",Argument_against
abortion_188,"It is hypocritical , in my opinion , for pro-life advocates to claim that abortion is murder and yet insist that women should not be held legally responsible for procuring abortions .",Argument_against
abortion_190,In 1994 all US states had obesity rates at 19 % or lower .,NoArgument
abortion_191,Looking back I believe that every hour of catechetical formation in my young life had been leading up to that life-changing decision .,NoArgument
abortion_192,"More poignantly , bearing a child while in poverty or while already overwhelmed by caregiving for other children , or perhaps while experiencing health risks , reeks of an injustice known to women alone .",Argument_for
abortion_193,"If you 're worried about discrimination , it is better to have a chance at a good life with the possibility of a bad life than having no chance at life at good life at all .",Argument_against
abortion_194,"Notice that this is not an argument , but an arbitrary assertion .",NoArgument
abortion_195,"Cystic Fibrosis and Huntington Disease fall into this category , and prenatal testing options are available for both .",NoArgument
abortion_198,May even affect the social life of a woman who succeeds in this procedure .,Argument_against
abortion_199,"The slogan , "" My Body , My Choice , "" betrays a tragic misunderstanding of what is taking place inside the womb .",Argument_against
abortion_200,"And of course , people have every right to hold any opinion they like .",NoArgument
abortion_202,Abortion is is not just taking out a “ fetus ” it is simply ending a human a life .,Argument_against
abortion_203,Opinion polls have shown ambivalent attitudes among many Poles .,NoArgument
abortion_206,Abortion foes completely missed Seuss ’s message.Even children recognize that human and person are two different concepts .,Argument_for
abortion_207,A University of Virginia student started a babysitting club .,NoArgument
abortion_208,"Unfortunately , and ironically , anti-abortion legislation in multiple states aimed at reducing access by closing abortion clinics with unnecessary restrictions or requiring extra hurdles for women to obtain abortions ( like mandatory delay , ultrasounds , and/or counseling ) , has a counterproductive effect .",Argument_for
abortion_209,"The loss of life is the greatest possible loss anyone can suffer because it deprives us of all the experiences and enjoyments that otherwise would have been part of our futures , which we now value or would have come to value .",Argument_against
abortion_211,"Equality arguments complement liberty arguments , and are likely to travel together .",NoArgument
abortion_214,"If they get abortions , then next they ’ll be asking for Cadillacs .",Argument_against
abortion_215,You do n’t get to choose the kind of votes you want .,NoArgument
abortion_216,"Mother Teresa argued , simply , "" If abortion is not wrong , nothing is wrong . """,Argument_against
abortion_217,"However , if that is the case , there are plenty of wonderful people out there who are .",NoArgument
abortion_218,"It would also only allow women to fertilise one egg at a time , thus considerably reducing the chances of a successful pregnancy .",NoArgument
abortion_219,"Equality arguments focus on “ a woman ’s autonomy to determine her life ’s course , and thus to enjoy equal citizenship stature . ”",Argument_for
abortion_220,"819 elementary and middle schools , 1,926 high schools , and 1,010 colleges and universities use our free nonpartisan research to stimulate critical thinking .",NoArgument
abortion_221,Forcing a woman to bear a rapist ’s child is further torture of the victim of a heinous crime .,Argument_for
abortion_222,Making contraceptives and abortion available only encourages them to have sex .,Argument_against
abortion_223,"The protests have won the approval of numerous Polish employers , including restaurant owners , museum and gallery directors , the deans of several universities and mayors of a couple of large cities , all of whom allowed their female workers to take a day off .",NoArgument
abortion_224,"It seems an effort to erase the notion of moms and dads -- as though to do so would be a boon to progress , as though society would finally be free of those old , deterministic categories of male and female .",NoArgument
abortion_225,This is another great example of a time to do that .,NoArgument
abortion_226,What is not tolerable is trying to impose irrational intuitions on people who do n’t just fail to accept them but who feel that the removal of women ’s freedom is itself a moral crime .,Argument_for
abortion_227,And you know who else has ?,NoArgument
abortion_229,She has the mental ability of a nine-month-old .,NoArgument
abortion_230,The morning starts with an arcane and technical debate that eats up most of Stephanie Toti ’s time .,NoArgument
abortion_231,1/17/2013 – Watch seven wonderful student films about ProCon.org .,NoArgument
abortion_237,"Or , if we grant that a fetus is a separate individual with future of value like ours , does it follow that women can choose to kill fetuses on the ground that they are trespassers ?",NoArgument
abortion_238,"And pro-lifers have answered , “ What about the baby ? ”",NoArgument
abortion_239,"When the percentage of respondents who call abortion critical , very important , or a deal-breaker rises toward 30 percent or more , the balance of power begins to shift .",NoArgument
abortion_241,"Birth control and abortion do n’t cause sex , but reality dictates that they be available to help prevent teens from becoming parents .",Argument_for
abortion_242,"Are all abortionists simply "" in it for the money "" ?",Argument_against
abortion_243,"6/14/2010 - ProCon.org has now been used by 1,267 schools in 31 countries and all 50 US states .",NoArgument
abortion_244,"Humans are humans not because they have feet , hands , walk vertically , and speak , etc .",Argument_against
abortion_245,"In writings from the beginnings of Christianity to the Reformation , Christians have stood uniformly against abortion , believing it to be an act of murder and deserving of God ’s judgment .",Argument_against
abortion_246,"If your life conceives suffering and unhappiness , to , most American at least that is considered a bad life .",Argument_for
abortion_247,"If some comments are clearly spam or otherwise abuse the comment system , please report them to Facebook . ]",NoArgument
abortion_248,""" Lysaught 's analysis includes a detailed summary of the medical condition of the mother .",NoArgument
abortion_249,"A petition supporting the crackdown has gained more than 100,000 signatures .",NoArgument
abortion_250,"That part of the law is in effect in most of the state , under earlier , temporary orders by lower courts and the Supreme Court , and it has had the effect of shutting down about half of the clinics existing in 2003 .",NoArgument
abortion_252,"The “ abortion mentality ” leads to infanticide , euthanasia , and killing of retarded and elderly persons .",Argument_against
abortion_253,"This affords Kennedy the opportunity to add , importantly , “ Does n’t that show that the undue­ burden test is weighed against what the state ’s interest is ? ”",NoArgument
abortion_254,"The father may even want the child , but he has no choice if the mother chooses abortion .",Argument_against
abortion_255,"For example , funding of Planned Parenthood has been discussed in reining in the out-of-control federal budget .",NoArgument
abortion_256,Historic writings demonstrate the church 's longstanding opposition to abortion .,Argument_against
abortion_257,"Although the Catholic and Lutheran churches oppose abortion , more of their members believe abortion should be legal in all or most cases versus illegal in all or most cases ( 51 % vs. 45 % , Lutheran ; 48 % vs. 45 % , Catholic ) .",Argument_for
abortion_258,"The proposed legislation has triggered several protests since it was first announced in April , with women staging walkouts during Mass and some even trying to shout down Catholic priests who spoke in favour of it .",NoArgument
abortion_259,"How inconvenient that abortion is far , far safer than childbearing , which kills 800 American women each year .",Argument_for
abortion_260,"On the other , we are told that a child is what slutty sluts deserve for having sex outside of marriage .",NoArgument
abortion_261,"In its original form , the oath prohibits both euthanasia and abortion .",Argument_against
abortion_262,"A : One thing about me , I 'm a very honorable guy .",NoArgument
abortion_264,"Proponents of this bill claim that it will prohibit only a single , ' late-term ' abortion procedure .",NoArgument
abortion_265,"As expected , the other justices gave no indication of supporting the clinics ' position .",NoArgument
abortion_267,Heâ € ™ s the author of Bearing Right .,NoArgument
abortion_268,Ginsburg begins by asking Keller how many Texas women live more than 100 miles from an abortion clinic .,NoArgument
abortion_270,Some single women do choose childbirth followed by adoption ; many more choose single parenthood .,NoArgument
abortion_271,But that 's what abortion is .,NoArgument
abortion_272,"The proposal can be simply to alter the child ’s physical dimensions and remove him or her , because , as a physical object , this body can not remain where it is without ending in both the baby ’s and the mother ’s deaths .",Argument_for
abortion_275,"Meanwhile , let ’s just have fun with it .",NoArgument
abortion_277,"The Warsaw mayor ’s office said 24,000 Poles took to the streets of the capital , waving black flags to draw international attention to the proposed restrictions .",NoArgument
abortion_278,""" No , I feel terrible . """,NoArgument
abortion_279,Pro-life and pro-choice students came together at Wellesley College to hold a rummage sale benefitting a pregnant student who lost her financial aid for housing .,NoArgument
abortion_280,Is the use of federally mandated standardized tests improving education in America ?,NoArgument
abortion_281,The abortion fight is one of several controversies to have riven Poland since the PiS won a majority in last October ’s general election .,NoArgument
abortion_283,"We are thrilled that so many teachers , students and others are finding our free and unbiased content so useful .",NoArgument
abortion_286,"And I am very , very proud to say that I am pro-life .",NoArgument
abortion_287,"Mother Teresa said , "" But I feel that the greatest destroyer of peace today is abortion , because it is a war against the child , a direct killing of the innocent child , murder by the mother herself .",Argument_against
abortion_289,"In Case 1 , where the fetus is a person and you know that , abortion is murder .",Argument_against
abortion_291,"My colleague Jacob Nels shared this story with me of a conversation he had at our other recent outreach day in Michigan , this time at Grand Valley State University .",NoArgument
abortion_292,But lawsuits have been filed due to reckless actions undergone by pregnant women ( http://www.leagle.com/decision/1992422136NH286_1377.xml/BONTE%20v.%20BONTE ) - that was for a pregnant woman who was struck by a car while jaywalking .,NoArgument
abortion_294,I wanted my baby back .,NoArgument
abortion_295,"No right then why do it to a unborn baby that is on its way to find a journey in life , I understand if a girl got raped , she would not want to have the baby but understand taking a life away is not the best option , the gift of being a mother is the most beautiful gift we can have as a women , you go through the stages of pregnancy and if that mean time you do not feel ready you can give the baby to adoption , that is the best option and now in days girls are just getting pregnant , it is not an accident anymore , why allow them to have an abortion , they have the effort to have a sexual relation now they have to learn the effort of becoming a mother and learning the consequences of their acts .",Argument_against
abortion_297,"Lincoln may have entered politics with a passionate hatred of slavery , but once he was a politician his arguments were distilled from passion into reason and law , and sometimes even into legalism .",NoArgument
abortion_299,So let 's look at the fruits .,NoArgument
abortion_302,The truth : Yes it is murder !,Argument_against
abortion_303,"In fact , abortion prior to Roe v. Wade was outlawed without legally defining the unborn as persons .",Argument_for
abortion_304,The stories on this page highlight the remarkable turnarounds of four former abortion-insiders – including the physician most responsible for the legalization of abortion in America .,NoArgument
abortion_305,"To be clear , equality arguments do not suppose that restrictions on abor­tio­n are only about women .",NoArgument
abortion_306,IT 'S SOOO WRONG !,Argument_against
abortion_308,"One of the primary reasons I changed [ was ] a friend of mine 's wife was pregnant , and he did n't really want the baby .",NoArgument
abortion_311,"And if we accept that a mother can kill even her own child , how can we tell other people not to kill one another ?",Argument_against
abortion_314,"Pepperdine University created a task force to support pregnant women , adjusting policies to better suit student parents ’ needs and building family housing .",NoArgument
abortion_315,Ask the tough questions .,NoArgument
abortion_316,"If the fetus developed the sense of pain , than it is a shame .",Argument_against
abortion_317,The Dred Scott case is not analogous to Roe v. Wade .,NoArgument
abortion_318,"25 This reference to invidiousness by the Geduldig Court is best understood in the same way that Wendy Williams ’s brief in Geduldig used the term “ invidious ” — namely , as referring to traditional sex-role stereotypes .",NoArgument
abortion_319,"This assertion is not borne out by the literature : the vast majority of women tolerate abortion without psychiatric sequelae ” , a conclusion echoed in systematic reviews .",Argument_for
abortion_320,"After all , abortion implies denying someone a well-deserved life .",Argument_against
abortion_321,"Non-white women , however , have an abortion rate ( 56.8 per 1000 ) that is twice that of white women ( 24.3 per 1000 ) .",NoArgument
abortion_325,"This , I suspect , is a vast and major sea change .",NoArgument
abortion_327,Pregnant and parenting students had access to health services and user-friendly information on the school ’s website .,NoArgument
abortion_328,"The sincerity or consistency of their position might be questioned -- this is , in fact , what Trent is doing in regards to atheists -- but not the truth of that position ( i.e. , not the position itself . )",NoArgument
abortion_330,"The truth : The fact that it remains the mother 's choice to keep her baby , and most do , does nothing to justify the continued killing of innocent life in the womb .",Argument_against
abortion_331,Parents have the right to know if their child is having an abortion .,Argument_for
abortion_332,"He was concerned that this would decrease medical abortion in Texas and increase surgical abortion , which is the opposite of the nationwide trend and seemed , to him , less safe for women .",NoArgument
abortion_333,- Is human activity a substantial cause of global climate change ?,NoArgument
abortion_334,Fetuses aborted later in pregnancy and born alive are left to die or are killed by doctors .,Argument_against
abortion_335,"If you abort a defective fetus , you ca n’t respect or value people with disabilities .",Argument_against
abortion_341,"Taking it to an extreme , Jane decides to pluck her fetus ’ eyes out .",NoArgument
abortion_342,Sign up for the daily newsletter.Sign up for the daily newsletter : the best of The New Yorker every day .,NoArgument
abortion_344,The reproductive rights movement has no genocide component — no one is out to kill all embryos .,Argument_for
abortion_345,"If a woman had had an abortion in her teenage years , then the risk was 100 % higher .",Argument_against
abortion_346,"Foster homes have horrible reputations and its not as often as people like to think that kids are adopted into families and live happily ever after , bringing a unwanted child into the over populated world as it is puts that child at risk for a life of pure struggle , babies should be welcomed into the world with their mother who sees them as a miracle and can provide for their child and put it through school and raise it into a life everyone deserves a chance at .",Argument_for
abortion_347,"The unlawful taking of a human life is murder and since "" reason "" number 2 agrees that life begins at conception , this is a pro life argument against abortion .",Argument_against
abortion_348,"It 's just not just , not fair .",NoArgument
abortion_350,"When abortion restrictions reflect or enforce traditional sex-role stereotypes , equality arguments insist that such restrictions are suspect and may violate the U.S. Constitution .",Argument_for
abortion_351,"Abortions rose steadily during the tenure of the first "" pro-life "" Republican President , Ronald Reagan .",NoArgument
abortion_353,So what is the evidence on some of the main claims around abortion ?,NoArgument
abortion_356,"’” ( LifeNews ) “ These babies , and we all KNOW these are babies , have committed no crimes , yet you and yours sentence them to a horrible , painful death . ”",Argument_against
abortion_357,"- Over the 20th century the earth warmed 1-1 .4 ° F and climate changes including more intense heat waves , stronger hurricanes , loss of sea ice , glacier retreat , and more droughts have occurred .",NoArgument
abortion_358,"According to this highly permissive wide-ranging standard , allowing the ' brutal , barbaric and uncivilized ' procedure of partial-ban abortion characterizes how this nation , under our rule of law , describes itself as civilized .",NoArgument
abortion_359,"Roberts asked a few questions about whether the state had a rational basis for the law , and then the liberal justices took over the argument — and they may just have brought Kennedy along for the ride .",NoArgument
abortion_362,That is a problem and it was quite evident when we were confronted with the “ partial birth abortion ” mess .,Argument_against
abortion_364,We ’re not going to let that happen .,NoArgument
abortion_365,"Most women affected by these laws still have abortions , but many seek them later due to their difficulty accessing services .",Argument_for
abortion_367,"Elections matter , but there is something deeper at stake here .",NoArgument
abortion_368,Should prescription drugs be advertised directly to consumers ?,NoArgument
abortion_371,Abortion is n't the only option .,Argument_against
abortion_372,"But 40 years after Roe , most of us still do n’t think that ruling should be overturned .",Argument_for
abortion_373,And they have to stop .,Argument_against
abortion_375,"The 150 pro , con , and general reference statements focus around the core question : Should felons be allowed to vote ?",NoArgument
abortion_376,"These are differences of degree , not differences of kind .",NoArgument
abortion_377,Notice how vacuous the pro-choice rhetoric is if they have exceptions .,Argument_against
abortion_378,More US state abortion restrictions were enacted between 2011 and 2013 ( 205 in total ) than were adopted during the whole previous decade ( 189 ) .,NoArgument
abortion_379,Prostaglandin suppositories would ‘ start ’ an abortion that would appear to be a miscarriage . ”,NoArgument
abortion_380,"If your worried about them feeling rejected , they may feel sad that you did n't want them , but it is likely that they will feel some gratitude that you let them live .",Argument_against
abortion_381,"Do all we can , personally and as a community and society , to help her have the freedom , the room , the time , the wherewithal to choose life .",NoArgument
abortion_383,"I hope I have given reason to convince you that this is not a simple matter , that authorities disagree , and that even if you have a firm conviction yourself that it is clearcut what is an indirect abortion and what is not , there are authorities who would disagree with you .",NoArgument
abortion_384,"At early stages of pregnancy , miscarriages and abortions have indistinguishable symptoms .",Argument_for
abortion_385,Some people argue that rising levels of human-produced greenhouse gases are warming the planet and causing the climate to change .,NoArgument
abortion_388,And millions of women have paid the price .,NoArgument
abortion_390,What if the baby would be born into an unstable family ?,Argument_for
